"Regra","Antecedente","Consequente","support","confidence","coverage","lift","count"
"{LUNCH BAG WOODLAND,NATURAL SLATE HEART CHALKBOARD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{LUNCH BAG WOODLAND,NATURAL SLATE HEART CHALKBOARD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6774,0.0078,2.9012,21
"{RECYCLING BAG RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT,ROSES REGENCY TEACUP AND SAUCER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RECYCLING BAG RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT,ROSES REGENCY TEACUP AND SAUCER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6774,0.0078,2.9012,21
"{STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,VICTORIAN GLASS HANGING T-LIGHT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,VICTORIAN GLASS HANGING T-LIGHT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6774,0.0078,2.9012,21
"{6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6774,0.0078,2.9012,21
"{PACK OF 60 PINK PAISLEY CAKE CASES,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PACK OF 60 PINK PAISLEY CAKE CASES,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6774,0.0078,2.9012,21
"{JUMBO STORAGE BAG SUKI,RECYCLING BAG RETROSPOT,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO STORAGE BAG SUKI,RECYCLING BAG RETROSPOT,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6774,0.0078,2.9012,21
"{GIN + TONIC DIET METAL SIGN,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{GIN + TONIC DIET METAL SIGN,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.6765,0.0085,2.8971,23
"{HANGING HEART ZINC T-LIGHT HOLDER,SMALL POPCORN HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,SMALL POPCORN HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.6765,0.0085,2.8971,23
"{HANGING HEART ZINC T-LIGHT HOLDER,HOT WATER BOTTLE TEA AND SYMPATHY} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,HOT WATER BOTTLE TEA AND SYMPATHY}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.6765,0.0085,2.8971,23
"{PAPER CHAIN KIT 50'S CHRISTMAS,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PAPER CHAIN KIT 50'S CHRISTMAS,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.6765,0.0085,2.8971,23
"{HOME BUILDING BLOCK WORD,VINTAGE SNAP CARDS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HOME BUILDING BLOCK WORD,VINTAGE SNAP CARDS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0063,0.6757,0.0093,2.8937,25
"{SWEETHEART CERAMIC TRINKET BOX,VINTAGE SNAP CARDS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{SWEETHEART CERAMIC TRINKET BOX,VINTAGE SNAP CARDS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0068,0.675,0.01,2.8908,27
"{HANGING HEART ZINC T-LIGHT HOLDER,LUNCH BAG CARS BLUE} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,LUNCH BAG CARS BLUE}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0068,0.675,0.01,2.8908,27
"{RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0068,0.675,0.01,2.8908,27
"{HANGING HEART JAR T-LIGHT HOLDER,HOME BUILDING BLOCK WORD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,HOME BUILDING BLOCK WORD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0073,0.6744,0.0108,2.8883,29
"{HANGING HEART JAR T-LIGHT HOLDER,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.008,0.6667,0.012,2.8551,32
"{BATHROOM METAL SIGN,VINTAGE SNAP CARDS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{BATHROOM METAL SIGN,VINTAGE SNAP CARDS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.008,0.6667,0.012,2.8551,32
"{RECYCLING BAG RETROSPOT,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RECYCLING BAG RETROSPOT,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0075,0.6667,0.0112,2.8551,30
"{6 RIBBONS RUSTIC CHARM,BATHROOM METAL SIGN} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,BATHROOM METAL SIGN}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0075,0.6667,0.0112,2.8551,30
"{WOODEN PICTURE FRAME WHITE FINISH,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{WOODEN PICTURE FRAME WHITE FINISH,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.007,0.6667,0.0105,2.8551,28
"{HANGING HEART JAR T-LIGHT HOLDER,LOVE BUILDING BLOCK WORD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,LOVE BUILDING BLOCK WORD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.007,0.6667,0.0105,2.8551,28
"{HANGING HEART JAR T-LIGHT HOLDER,VINTAGE SNAP CARDS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,VINTAGE SNAP CARDS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0065,0.6667,0.0098,2.8551,26
"{RED TOADSTOOL LED NIGHT LIGHT,WOODEN PICTURE FRAME WHITE FINISH} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RED TOADSTOOL LED NIGHT LIGHT,WOODEN PICTURE FRAME WHITE FINISH}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0065,0.6667,0.0098,2.8551,26
"{LUNCH BAG CARS BLUE,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{LUNCH BAG CARS BLUE,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.6667,0.009,2.8551,24
"{6 RIBBONS RUSTIC CHARM,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.6667,0.009,2.8551,24
"{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,ROSES REGENCY TEACUP AND SAUCER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,ROSES REGENCY TEACUP AND SAUCER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.6667,0.0082,2.8551,22
"{JUMBO STORAGE BAG SUKI,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO STORAGE BAG SUKI,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.6667,0.0082,2.8551,22
"{HEART OF WICKER SMALL,HOT WATER BOTTLE TEA AND SYMPATHY} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,HOT WATER BOTTLE TEA AND SYMPATHY}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6667,0.0075,2.8551,20
"{HOME BUILDING BLOCK WORD,PACK OF 72 SKULL CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HOME BUILDING BLOCK WORD,PACK OF 72 SKULL CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6667,0.0075,2.8551,20
"{HANGING HEART ZINC T-LIGHT HOLDER,JUMBO BAG PINK VINTAGE PAISLEY} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,JUMBO BAG PINK VINTAGE PAISLEY}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6667,0.0075,2.8551,20
"{60 TEATIME FAIRY CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,HANGING HEART JAR T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,HANGING HEART JAR T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6667,0.0075,2.8551,20
"{60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6667,0.0075,2.8551,20
"{60 TEATIME FAIRY CAKE CASES,HOT WATER BOTTLE TEA AND SYMPATHY,PACK OF 60 PINK PAISLEY CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,HOT WATER BOTTLE TEA AND SYMPATHY,PACK OF 60 PINK PAISLEY CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6667,0.0075,2.8551,20
"{RECIPE BOX PANTRY YELLOW DESIGN,RECYCLING BAG RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RECIPE BOX PANTRY YELLOW DESIGN,RECYCLING BAG RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6667,0.0075,2.8551,20
"{HEART OF WICKER SMALL,VINTAGE SNAP CARDS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,VINTAGE SNAP CARDS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0082,0.66,0.0125,2.8266,33
"{BATHROOM METAL SIGN,HANGING HEART ZINC T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{BATHROOM METAL SIGN,HANGING HEART ZINC T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0082,0.66,0.0125,2.8266,33
"{HANGING HEART JAR T-LIGHT HOLDER,RECYCLING BAG RETROSPOT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,RECYCLING BAG RETROSPOT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0068,0.6585,0.0102,2.8203,27
"{SWEETHEART CERAMIC TRINKET BOX,VICTORIAN GLASS HANGING T-LIGHT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{SWEETHEART CERAMIC TRINKET BOX,VICTORIAN GLASS HANGING T-LIGHT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0068,0.6585,0.0102,2.8203,27
"{VICTORIAN GLASS HANGING T-LIGHT,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{VICTORIAN GLASS HANGING T-LIGHT,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0063,0.6579,0.0095,2.8175,25
"{LUNCH BAG BLACK SKULL.,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{LUNCH BAG BLACK SKULL.,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0063,0.6579,0.0095,2.8175,25
"{BATHROOM METAL SIGN,HANGING HEART JAR T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{BATHROOM METAL SIGN,HANGING HEART JAR T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0063,0.6579,0.0095,2.8175,25
"{BATHROOM METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{BATHROOM METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.6571,0.0087,2.8143,23
"{6 RIBBONS RUSTIC CHARM,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.6571,0.0087,2.8143,23
"{60 TEATIME FAIRY CAKE CASES,HANGING HEART ZINC T-LIGHT HOLDER,PACK OF 60 PINK PAISLEY CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,HANGING HEART ZINC T-LIGHT HOLDER,PACK OF 60 PINK PAISLEY CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.6571,0.0087,2.8143,23
"{60 TEATIME FAIRY CAKE CASES,BATHROOM METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,BATHROOM METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.6571,0.0087,2.8143,23
"{PACK OF 60 PINK PAISLEY CAKE CASES,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PACK OF 60 PINK PAISLEY CAKE CASES,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6562,0.008,2.8105,21
"{72 SWEETHEART FAIRY CAKE CASES,SCOTTIE DOG HOT WATER BOTTLE} => {WHITE HANGING HEART T-LIGHT HOLDER}","{72 SWEETHEART FAIRY CAKE CASES,SCOTTIE DOG HOT WATER BOTTLE}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6562,0.008,2.8105,21
"{PAPER CHAIN KIT 50'S CHRISTMAS,ROSES REGENCY TEACUP AND SAUCER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PAPER CHAIN KIT 50'S CHRISTMAS,ROSES REGENCY TEACUP AND SAUCER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6562,0.008,2.8105,21
"{PLEASE ONE PERSON METAL SIGN,ROSES REGENCY TEACUP AND SAUCER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PLEASE ONE PERSON METAL SIGN,ROSES REGENCY TEACUP AND SAUCER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6562,0.008,2.8105,21
"{LUNCH BAG WOODLAND,PAPER CHAIN KIT 50'S CHRISTMAS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{LUNCH BAG WOODLAND,PAPER CHAIN KIT 50'S CHRISTMAS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6562,0.008,2.8105,21
"{6 RIBBONS RUSTIC CHARM,JUMBO BAG BAROQUE BLACK WHITE} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,JUMBO BAG BAROQUE BLACK WHITE}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6562,0.008,2.8105,21
"{HOME BUILDING BLOCK WORD,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HOME BUILDING BLOCK WORD,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6562,0.008,2.8105,21
"{6 RIBBONS RUSTIC CHARM,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6562,0.008,2.8105,21
"{60 TEATIME FAIRY CAKE CASES,HOME BUILDING BLOCK WORD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,HOME BUILDING BLOCK WORD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.008,0.6531,0.0122,2.7968,32
"{6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.007,0.6512,0.0107,2.7887,28
"{NATURAL SLATE HEART CHALKBOARD,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{NATURAL SLATE HEART CHALKBOARD,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.007,0.6512,0.0107,2.7887,28
"{HEART OF WICKER LARGE,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER LARGE,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0065,0.65,0.01,2.7837,26
"{HOME BUILDING BLOCK WORD,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HOME BUILDING BLOCK WORD,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0065,0.65,0.01,2.7837,26
"{HANGING HEART ZINC T-LIGHT HOLDER,JUMBO BAG STRAWBERRY} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,JUMBO BAG STRAWBERRY}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0065,0.65,0.01,2.7837,26
"{HANGING HEART JAR T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0092,0.6491,0.0142,2.78,37
"{COOK WITH WINE METAL SIGN,HOME BUILDING BLOCK WORD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{COOK WITH WINE METAL SIGN,HOME BUILDING BLOCK WORD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.6486,0.0092,2.7779,24
"{HEART OF WICKER LARGE,HEART OF WICKER SMALL,LOVE BUILDING BLOCK WORD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER LARGE,HEART OF WICKER SMALL,LOVE BUILDING BLOCK WORD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.6486,0.0092,2.7779,24
"{HEART OF WICKER SMALL,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0088,0.6481,0.0135,2.7758,35
"{HANGING HEART JAR T-LIGHT HOLDER,HEART OF WICKER SMALL} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,HEART OF WICKER SMALL}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0088,0.6481,0.0135,2.7758,35
"{HANGING HEART ZINC T-LIGHT HOLDER,PACK OF 60 PINK PAISLEY CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,PACK OF 60 PINK PAISLEY CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0082,0.6471,0.0127,2.7711,33
"{PINK CREAM FELT CRAFT TRINKET BOX,PLEASE ONE PERSON METAL SIGN} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PINK CREAM FELT CRAFT TRINKET BOX,PLEASE ONE PERSON METAL SIGN}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.6471,0.0085,2.7711,22
"{HANGING HEART ZINC T-LIGHT HOLDER,LUNCH BAG SPACEBOY DESIGN} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,LUNCH BAG SPACEBOY DESIGN}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.6471,0.0085,2.7711,22
"{6 RIBBONS RUSTIC CHARM,PLEASE ONE PERSON METAL SIGN} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,PLEASE ONE PERSON METAL SIGN}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.6471,0.0085,2.7711,22
"{REGENCY CAKESTAND 3 TIER,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{REGENCY CAKESTAND 3 TIER,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.6471,0.0085,2.7711,22
"{RECYCLING BAG RETROSPOT,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RECYCLING BAG RETROSPOT,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0105,0.6462,0.0163,2.7673,42
"{HEART OF WICKER SMALL,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0105,0.6462,0.0163,2.7673,42
"{HOME BUILDING BLOCK WORD,PACK OF 60 PINK PAISLEY CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HOME BUILDING BLOCK WORD,PACK OF 60 PINK PAISLEY CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0078,0.6458,0.012,2.7659,31
"{HAND OVER THE CHOCOLATE SIGN,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HAND OVER THE CHOCOLATE SIGN,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6452,0.0078,2.763,20
"{GIN + TONIC DIET METAL SIGN,JUMBO SHOPPER VINTAGE RED PAISLEY} => {WHITE HANGING HEART T-LIGHT HOLDER}","{GIN + TONIC DIET METAL SIGN,JUMBO SHOPPER VINTAGE RED PAISLEY}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6452,0.0078,2.763,20
"{PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6452,0.0078,2.763,20
"{JUMBO BAG BAROQUE BLACK WHITE,RECYCLING BAG RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO BAG BAROQUE BLACK WHITE,RECYCLING BAG RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6452,0.0078,2.763,20
"{HANGING HEART ZINC T-LIGHT HOLDER,JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6452,0.0078,2.763,20
"{CHARLOTTE BAG SUKI DESIGN,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{CHARLOTTE BAG SUKI DESIGN,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6452,0.0078,2.763,20
"{JUMBO STORAGE BAG SUKI,VINTAGE SNAP CARDS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO STORAGE BAG SUKI,VINTAGE SNAP CARDS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0073,0.6444,0.0112,2.7599,29
"{HEART OF WICKER SMALL,PACK OF 60 PINK PAISLEY CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,PACK OF 60 PINK PAISLEY CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0073,0.6444,0.0112,2.7599,29
"{HEART OF WICKER SMALL,PACK OF 72 SKULL CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,PACK OF 72 SKULL CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0063,0.641,0.0098,2.7453,25
